id	trackID	datetime
10	11	2020-04-12 15:35:00
10	11	2020-04-12 15:40:00
11	12	2020-04-12 11:20:00
11	12	2020-04-12 11:25:00
11	12	2020-04-12 11:30:00
11	12	2020-04-12 16:00:00
11	12	2020-04-12 16:05:00
11	12	2020-04-12 16:10:00
12	13	2020-07-15 10:00:00
12	13	2020-07-15 10:05:00
12	13	2020-07-15 10:10:00
12	13	2020-07-15 10:30:00
12	13	2020-07-15 10:35:00
12	13	2020-07-15 10:40:00
13	14	2020-07-15 10:40:00
13	14	2020-07-15 10:45:00
13	14	2020-07-15 10:50:00
13	15	2020-07-15 10:30:00
13	15	2020-07-15 10:35:00
13	15	2020-07-15 10:40:00
14	15	2020-07-15 10:45:00
14	15	2020-07-15 10:50:00
14	15	2020-07-15 10:55:00
15	17	2020-05-03 09:00:00
15	17	2020-05-03 09:05:00
15	17	2020-05-03 09:10:00
15	17	2020-05-03 14:00:00
15	17	2020-05-03 14:05:00
15	17	2020-05-03 14:10:00
17	18	2020-05-03 09:30:00
17	18	2020-05-03 09:35:00
17	18	2020-05-03 09:40:00
17	18	2020-05-03 16:00:00
17	18	2020-05-03 16:05:00
17	18	2020-05-03 16:10:00
18	19	2020-04-12 16:30:00
18	19	2020-04-12 16:35:00
18	19	2020-04-12 16:40:00
18	20	2020-04-12 17:00:00
18	20	2020-04-12 17:05:00
18	20	2020-04-12 17:10:00
19	21	2020-04-12 17:30:00
19	21	2020-04-12 17:35:00
19	21	2020-04-12 17:40:00
54	44	2020-12-31 22:00:00
55	44	2020-12-31 22:05:00
55	44	2020-12-31 22:10:00
53	45	2021-01-01 07:00:00
53	45	2021-01-01 07:05:00
54	45	2021-01-01 07:10:00
51	46	2020-12-31 22:00:00
52	46	2020-12-31 22:05:00
52	46	2020-12-31 22:10:00
50	47	2021-01-01 04:00:00
50	47	2021-01-01 04:05:00
51	47	2021-01-01 04:10:00
49	48	2020-09-15 15:00:00
49	48	2020-09-15 15:05:00
48	49	2020-09-15 15:45:00
48	49	2020-09-15 15:50:00
47	50	2020-09-15 16:00:00
47	50	2020-09-15 16:05:00
46	51	2020-09-15 16:45:00
47	51	2020-09-15 16:50:00
46	52	2020-09-15 17:00:00
46	52	2020-09-15 17:05:00
45	53	2020-09-15 17:30:00
45	53	2020-09-15 17:35:00
44	54	2020-09-15 17:40:00
45	54	2020-09-15 17:45:00
44	55	2020-09-15 17:50:00
44	55	2020-09-15 17:55:00
74	60	2020-12-31 23:00:00
74	60	2020-12-31 23:05:00
74	60	2020-12-31 23:10:00
72	61	2020-12-31 23:00:00
72	61	2020-12-31 23:05:00
72	61	2020-12-31 23:10:00
66	62	2021-01-01 03:00:00
71	62	2021-01-01 03:05:00
71	62	2021-01-01 03:10:00
70	63	2020-12-31 23:00:00
70	63	2020-12-31 23:05:00
70	63	2020-12-31 23:10:00
68	64	2020-12-31 23:30:00
68	64	2020-12-31 23:35:00
68	64	2020-12-31 23:40:00
69	64	2021-02-11 21:00:00
69	64	2021-02-11 21:05:00
69	64	2021-02-11 21:10:00
66	65	2021-01-01 01:00:00
66	65	2021-01-01 01:05:00
66	65	2021-01-01 01:10:00
66	65	2021-02-11 23:00:00
66	65	2021-02-11 23:05:00
67	65	2021-02-11 23:10:00
71	66	2021-01-01 03:00:00
67	66	2021-01-01 03:05:00
67	66	2021-01-01 03:10:00
67	66	2021-02-12 01:00:00
67	66	2021-02-12 01:05:00
67	66	2021-02-12 01:10:00
65	67	2021-01-01 05:00:00
65	67	2021-01-01 05:05:00
65	67	2021-01-01 05:10:00
65	67	2021-02-12 03:00:00
65	67	2021-02-12 03:05:00
65	67	2021-02-12 03:10:00
64	68	2021-02-12 04:30:00
64	68	2021-02-12 04:35:00
64	68	2021-02-12 04:40:00
64	69	2021-02-12 06:00:00
64	69	2021-02-12 06:05:00
64	69	2021-02-12 06:10:00
63	70	2021-02-12 07:30:00
63	70	2021-02-12 07:35:00
63	70	2021-02-12 07:40:00
62	71	2021-02-11 20:30:00
62	71	2021-02-11 20:35:00
62	71	2021-02-11 20:40:00
77	72	2021-02-12 03:30:00
77	72	2021-02-12 03:35:00
77	72	2021-02-12 03:40:00
76	74	2021-02-12 05:30:00
76	74	2021-02-12 05:35:00
76	74	2021-02-12 05:40:00
83	76	2021-02-11 22:30:00
83	76	2021-02-11 22:35:00
83	76	2021-02-11 22:40:00
61	77	2021-02-12 00:30:00
61	77	2021-02-12 00:35:00
61	77	2021-02-12 00:40:00
60	83	2021-02-18 09:00:00
60	83	2021-02-18 09:05:00
60	83	2021-02-18 09:10:00
124	111	2021-02-12 00:45:00
124	111	2021-02-12 00:50:00
124	111	2021-02-12 00:55:00
125	111	2021-05-12 13:00:00
125	111	2021-05-12 13:05:00
125	111	2021-05-12 13:10:00
123	112	2021-02-12 01:30:00
123	112	2021-02-12 01:35:00
123	112	2021-02-12 01:40:00
122	113	2021-05-12 13:00:00
122	113	2021-05-12 13:05:00
122	113	2021-05-12 13:10:00
120	114	2021-05-12 13:00:00
120	114	2021-05-12 13:05:00
120	114	2021-05-12 13:10:00
121	114	2021-07-18 06:00:00
121	114	2021-07-18 06:05:00
121	114	2021-07-18 06:10:00
120	115	2021-05-12 06:00:00
120	115	2021-05-12 06:05:00
120	115	2021-05-12 06:10:00
119	116	2021-05-12 07:00:00
119	116	2021-05-12 07:05:00
119	116	2021-05-12 07:10:00
118	117	2021-05-12 07:15:00
118	117	2021-05-12 07:20:00
118	117	2021-05-12 07:25:00
117	118	2021-06-15 07:00:00
117	118	2021-06-15 07:05:00
117	118	2021-06-15 07:10:00
116	119	2021-06-15 07:30:00
116	119	2021-06-15 07:35:00
116	119	2021-06-15 07:40:00
114	120	2021-05-12 13:30:00
114	120	2021-05-12 13:35:00
114	120	2021-05-12 13:40:00
115	120	2021-07-18 06:05:00
115	120	2021-07-18 06:10:00
115	120	2021-07-18 06:15:00
114	121	2021-02-18 09:00:00
114	121	2021-02-18 09:05:00
114	121	2021-02-18 09:10:00
129	122	2021-02-18 09:00:00
129	122	2021-02-18 09:05:00
129	122	2021-02-18 09:10:00
127	123	2021-02-18 10:00:00
127	123	2021-02-18 10:05:00
127	123	2021-02-18 10:10:00
127	124	2021-02-18 10:00:00
127	124	2021-02-18 10:05:00
127	124	2021-02-18 10:10:00
126	125	2021-02-18 10:00:00
126	125	2021-02-18 10:05:00
126	125	2021-02-18 10:10:00
126	125	2021-05-12 13:30:00
126	125	2021-05-12 13:35:00
126	125	2021-05-12 13:40:00
125	126	2021-02-18 11:00:00
125	126	2021-02-18 11:05:00
125	126	2021-02-18 11:10:00
128	126	2021-05-12 13:30:00
128	126	2021-05-12 13:35:00
128	126	2021-05-12 13:40:00
112	127	2021-02-18 11:00:00
112	127	2021-02-18 11:05:00
112	127	2021-02-18 11:10:00
113	127	2021-05-12 14:00:00
113	127	2021-05-12 14:05:00
113	127	2021-05-12 14:10:00
111	128	2021-05-12 14:00:00
111	128	2021-05-12 14:05:00
111	128	2021-05-12 14:10:00
111	129	2021-05-12 14:00:00
111	129	2021-05-12 14:05:00
111	129	2021-05-12 14:10:00
144	130	2021-05-12 13:30:00
144	130	2021-05-12 13:35:00
144	130	2021-05-12 13:40:00
145	130	2021-05-12 14:30:00
145	130	2021-05-12 14:35:00
145	130	2021-05-12 14:40:00
143	135	2021-08-21 14:00:00
143	135	2021-08-21 14:05:00
143	135	2021-08-21 14:10:00
143	136	2021-08-21 14:00:00
143	136	2021-08-21 14:05:00
143	136	2021-08-21 14:10:00
141	138	2021-05-12 07:30:00
141	138	2021-05-12 07:35:00
141	138	2021-05-12 07:40:00
140	139	2021-05-12 08:00:00
140	139	2021-05-12 08:05:00
140	139	2021-05-12 08:10:00
142	140	2021-05-12 08:15:00
142	140	2021-05-12 08:20:00
142	140	2021-05-12 08:25:00
139	141	2021-07-18 06:35:00
139	141	2021-07-18 06:40:00
139	141	2021-07-18 06:45:00
138	142	2021-07-18 06:00:00
138	142	2021-07-18 06:05:00
138	142	2021-07-18 06:10:00
135	143	2021-05-12 14:30:00
135	143	2021-05-12 14:35:00
135	143	2021-05-12 14:40:00
136	143	2021-07-18 06:30:00
136	143	2021-07-18 06:35:00
136	143	2021-07-18 06:40:00
130	144	2021-07-18 07:00:00
130	144	2021-07-18 07:05:00
130	144	2021-07-18 07:10:00
130	145	2021-07-18 07:30:00
130	145	2021-07-18 07:35:00
130	145	2021-07-18 07:40:00
169	147	2021-05-12 07:00:00
169	147	2021-05-12 07:05:00
169	147	2021-05-12 07:10:00
169	147	2021-05-12 14:30:00
169	147	2021-05-12 14:35:00
170	147	2021-05-12 14:35:00
170	147	2021-05-12 14:40:00
177	147	2021-08-20 06:00:00
177	147	2021-08-20 06:05:00
177	147	2021-08-20 06:10:00
168	150	2021-05-12 14:30:00
168	150	2021-05-12 14:35:00
168	150	2021-05-12 14:40:00
167	155	2021-05-12 15:00:00
167	155	2021-05-12 15:05:00
167	155	2021-05-12 15:10:00
167	159	2021-05-12 15:00:00
167	159	2021-05-12 15:05:00
167	159	2021-05-12 15:10:00
167	159	2021-08-21 14:30:00
167	159	2021-08-21 14:35:00
167	159	2021-08-21 14:40:00
165	160	2021-05-12 15:00:00
165	160	2021-05-12 15:05:00
165	160	2021-05-12 15:10:00
166	160	2021-07-18 06:05:00
166	160	2021-07-18 06:10:00
166	160	2021-07-18 06:15:00
163	162	2021-05-12 08:30:00
163	162	2021-05-12 08:35:00
163	162	2021-05-12 08:40:00
163	162	2021-05-12 15:00:00
163	162	2021-05-12 15:05:00
163	162	2021-05-12 15:10:00
163	162	2021-07-18 07:05:00
163	162	2021-07-18 07:10:00
163	162	2021-07-18 07:15:00
162	163	2021-05-12 15:15:00
162	163	2021-05-12 15:20:00
162	163	2021-05-12 15:25:00
162	163	2021-06-15 08:45:00
162	163	2021-06-15 08:50:00
162	163	2021-06-15 08:55:00
164	163	2021-07-18 08:15:00
164	163	2021-07-18 08:20:00
164	163	2021-07-18 08:25:00
162	164	2021-07-18 07:05:00
162	164	2021-07-18 07:10:00
162	164	2021-07-18 07:15:00
160	165	2021-07-18 08:05:00
160	165	2021-07-18 08:10:00
160	165	2021-07-18 08:15:00
160	166	2021-07-18 07:45:00
160	166	2021-07-18 07:50:00
160	166	2021-07-18 07:55:00
155	167	2021-05-12 15:15:00
155	167	2021-05-12 15:20:00
155	167	2021-05-12 15:25:00
159	167	2021-07-18 08:00:00
159	167	2021-07-18 08:05:00
159	167	2021-07-18 08:10:00
159	167	2021-07-18 08:30:00
159	167	2021-07-18 08:35:00
159	167	2021-07-18 08:40:00
150	168	2021-07-18 08:15:00
150	168	2021-07-18 08:20:00
150	168	2021-07-18 08:25:00
147	169	2021-05-12 15:15:00
147	169	2021-05-12 15:20:00
147	169	2021-05-12 15:25:00
147	169	2021-08-20 06:40:00
147	169	2021-08-20 06:45:00
147	169	2021-08-20 06:50:00
147	170	2021-08-20 07:25:00
147	170	2021-08-20 07:30:00
147	170	2021-08-20 07:35:00
147	177	2021-08-20 08:00:00
147	177	2021-08-20 08:05:00
147	177	2021-08-20 08:10:00
193	179	2021-07-18 08:30:00
193	179	2021-07-18 08:35:00
193	179	2021-07-18 08:40:00
194	180	2021-07-18 08:25:00
194	180	2021-07-18 08:30:00
194	180	2021-07-18 08:35:00
179	181	2021-08-21 14:45:00
179	181	2021-08-21 14:50:00
179	181	2021-08-21 14:55:00
180	182	2021-08-21 14:45:00
180	182	2021-08-21 14:50:00
180	182	2021-08-21 14:55:00
181	183	2021-08-21 14:45:00
181	183	2021-08-21 14:50:00
181	183	2021-08-21 14:55:00
182	184	2021-08-20 08:10:00
182	184	2021-08-20 08:15:00
182	184	2021-08-20 08:20:00
183	193	2021-12-24 20:15:00
183	193	2021-12-24 20:20:00
183	193	2021-12-24 20:25:00
184	194	2021-12-24 20:30:00
184	194	2021-12-24 20:35:00
184	194	2021-12-24 20:40:00
241	226	2021-08-21 15:00:00
241	226	2021-08-21 15:05:00
241	226	2021-08-21 15:10:00
242	226	2021-12-24 21:00:00
242	226	2021-12-24 21:05:00
242	226	2021-12-24 21:10:00
228	227	2021-12-24 21:10:00
228	227	2021-12-24 21:15:00
228	227	2021-12-24 21:20:00
226	228	2021-08-21 15:10:00
226	228	2021-08-21 15:15:00
226	228	2021-08-21 15:20:00
226	240	2021-09-19 04:00:00
226	240	2021-09-19 04:05:00
226	240	2021-09-19 04:10:00
227	241	2021-09-19 07:00:00
227	241	2021-09-19 07:05:00
227	241	2021-09-19 07:10:00
240	242	2021-09-19 08:00:00
240	242	2021-09-19 08:05:00
240	242	2021-09-19 08:10:00
258	253	2021-10-24 04:40:00
258	253	2021-10-24 04:45:00
258	253	2021-10-24 04:50:00
257	254	2021-10-24 04:30:00
257	254	2021-10-24 04:35:00
257	254	2021-10-24 04:40:00
256	255	2021-10-24 05:30:00
256	255	2021-10-24 05:35:00
256	255	2021-10-24 05:40:00
255	256	2021-10-24 04:30:00
255	256	2021-10-24 04:35:00
255	256	2021-10-24 04:40:00
254	257	2021-10-24 05:30:00
254	257	2021-10-24 05:35:00
254	257	2021-10-24 05:40:00
253	258	2021-10-24 06:30:00
253	258	2021-10-24 06:35:00
253	258	2021-10-24 06:40:00
268	267	2021-12-24 21:30:00
268	267	2021-12-24 21:35:00
268	267	2021-12-24 21:40:00
269	267	2021-12-24 23:30:00
269	267	2021-12-24 23:35:00
269	267	2021-12-24 23:40:00
267	268	2021-12-24 21:45:00
267	268	2021-12-24 21:50:00
267	268	2021-12-24 21:55:00
267	269	2021-12-24 22:00:00
267	269	2021-12-24 22:05:00
267	269	2021-12-24 22:10:00
310	283	2021-12-24 22:15:00
310	283	2021-12-24 22:20:00
310	283	2021-12-24 22:25:00
311	283	2021-12-24 23:00:00
311	283	2021-12-24 23:05:00
311	283	2021-12-24 23:10:00
308	284	2021-12-24 22:00:00
308	284	2021-12-24 22:05:00
308	284	2021-12-24 22:10:00
309	284	2021-12-24 22:30:00
309	284	2021-12-24 22:35:00
309	284	2021-12-24 22:40:00
307	285	2021-12-24 23:00:00
307	285	2021-12-24 23:05:00
307	285	2021-12-24 23:10:00
306	286	2021-12-24 23:15:00
306	286	2021-12-24 23:20:00
306	286	2021-12-24 23:25:00
293	287	2021-12-24 23:30:00
293	287	2021-12-24 23:35:00
293	287	2021-12-24 23:40:00
292	288	2021-12-25 00:00:00
292	288	2021-12-25 00:05:00
292	288	2021-12-25 00:10:00
290	289	2021-12-25 01:00:00
290	289	2021-12-25 01:05:00
290	289	2021-12-25 01:10:00
291	290	2021-12-25 01:15:00
291	290	2021-12-25 01:20:00
291	290	2021-12-25 01:25:00
289	291	2021-12-25 01:30:00
289	291	2021-12-25 01:35:00
289	291	2021-12-25 01:40:00
288	292	2021-12-25 02:00:00
288	292	2021-12-25 02:05:00
288	292	2021-12-25 02:10:00
287	293	2021-12-25 03:00:00
287	293	2021-12-25 03:05:00
287	293	2021-12-25 03:10:00
286	306	2021-10-24 05:40:00
286	306	2021-10-24 05:45:00
286	306	2021-10-24 05:50:00
285	307	2021-10-24 06:40:00
285	307	2021-10-24 06:45:00
285	307	2021-10-24 06:50:00
284	308	2021-10-24 07:40:00
284	308	2021-10-24 07:45:00
284	308	2021-10-24 07:50:00
284	309	2021-10-24 08:40:00
284	309	2021-10-24 08:45:00
284	309	2021-10-24 08:50:00
283	310	2021-10-24 06:30:00
283	310	2021-10-24 06:35:00
283	310	2021-10-24 06:40:00
283	311	2021-10-24 07:30:00
283	311	2021-10-24 07:35:00
283	311	2021-10-24 07:40:00
325	323	2021-12-25 04:00:00
325	323	2021-12-25 04:05:00
325	323	2021-12-25 04:10:00
